latitude,longitude,pdsi80_85,pdsi85_90,pdsi90_95,pdsi95_00,pdsi00_05,pdsi05_10,pdsi10_15,pdsi15_19
-4.191584031,103.0168654,-0.09,0.07,1.08,0.96,1.03,0.44,0.69,1.24
-4.191584031,103.1066071,-0.04,0.08,1.11,1.21,1.07,0.44,0.64,1.22
-4.191584031,103.1966183,-0.04,0.06,1.11,1.27,1.01,0.43,0.69,1.17
-4.191584031,103.28636,0.00,0.08,1.14,1.26,0.97,0.40,0.61,1.05
-4.191584031,103.3761017,-0.02,0.16,1.25,1.07,0.79,0.33,0.53,0.90
-4.191584031,103.4661129,-0.09,0.15,1.19,1.01,0.69,0.37,0.45,0.81
-4.191584031,103.5558546,-0.05,0.33,1.25,0.96,0.74,0.30,0.43,0.70
-4.191584031,103.6455963,-0.06,0.34,1.25,0.90,0.69,0.27,0.38,0.62
-4.191584031,103.7356075,-0.06,0.35,1.24,0.86,0.69,0.28,0.36,0.45
-4.191584031,103.8253492,-0.02,0.36,1.13,0.84,0.66,0.25,0.31,0.39
-4.191584031,103.9150909,-0.04,0.32,1.13,0.80,0.54,0.23,0.25,0.36
-4.191584031,104.005102,0.00,0.34,1.05,0.76,0.42,0.12,0.00,0.23
-4.191584031,104.0948437,0.01,0.33,1.05,0.74,0.38,0.09,-0.05,0.16
-4.191584031,104.1845854,0.01,0.32,1.05,0.73,0.36,0.06,-0.10,0.10
-4.191584031,104.2745966,0.01,0.31,1.05,0.72,0.32,0.03,-0.14,0.06
-4.191584031,104.3643383,0.00,0.27,1.12,0.71,0.30,0.01,-0.16,0.00
-4.191584031,104.45408,0.03,0.23,1.13,0.67,0.13,-0.02,-0.18,-0.03
-4.191584031,104.5440912,0.03,0.18,1.14,0.65,0.05,-0.10,-0.20,-0.05
-4.191584031,104.6338329,0.02,0.14,1.13,0.63,-0.09,-0.20,-0.29,-0.18
-4.191584031,104.7235746,-0.01,0.05,1.03,0.55,-0.13,-0.22,-0.30,-0.18
-4.191584031,104.8135858,-0.01,0.04,1.01,0.54,-0.16,-0.24,-0.33,-0.14
-4.191584031,104.9033275,0.00,0.06,1.00,0.54,-0.18,-0.24,-0.35,-0.14
-4.191584031,104.9930692,-0.03,0.12,0.92,0.54,-0.21,-0.35,-0.47,-0.12
-4.191584031,105.0830804,0.00,0.16,0.90,0.54,-0.25,-0.39,-0.52,-0.18
-4.191584031,105.1728221,-0.01,0.08,0.86,0.53,-0.30,-0.43,-0.70,-0.33
-4.191584031,105.2625638,-0.03,0.06,0.83,0.52,-0.36,-0.49,-0.81,-0.41
-4.191584031,105.352575,-0.07,0.00,0.81,0.51,-0.40,-0.53,-0.90,-0.46
-4.191584031,105.4423167,-0.07,-0.01,0.79,0.50,-0.43,-0.61,-1.01,-0.48
-4.191584031,105.5320584,-0.07,-0.03,0.77,0.48,-0.46,-0.64,-1.06,-0.53
-4.191584031,105.6220696,-0.08,-0.11,0.69,0.47,-0.52,-0.79,-1.16,-0.46
-4.191584031,105.7118113,-0.05,-0.17,0.62,0.38,-0.60,-0.88,-1.26,-0.62
-4.191584031,105.801553,-0.04,-0.02,0.62,0.38,-0.69,-1.05,-1.36,-0.69
-4.101842335,102.4778762,-0.32,0.17,0.36,0.90,1.39,0.93,1.31,1.59
-4.101842335,102.5676179,-0.23,0.12,0.49,0.85,1.36,0.75,1.12,1.66
-4.101842335,102.6576291,-0.25,0.05,0.57,0.87,1.34,0.61,0.98,1.57
-4.101842335,102.7473708,-0.26,0.02,0.77,0.85,1.18,0.55,0.77,1.31
-4.101842335,102.8371125,-0.20,0.05,0.81,0.88,1.10,0.52,0.76,1.25
-4.101842335,102.9271237,-0.18,0.04,0.78,0.97,1.04,0.52,0.77,1.22
-4.101842335,103.0168654,-0.07,0.11,0.89,0.95,1.05,0.47,0.71,1.14
-4.101842335,103.1066071,-0.03,0.12,0.97,1.04,1.09,0.45,0.70,1.03
-4.101842335,103.1966183,0.02,0.14,1.01,1.19,1.05,0.43,0.68,1.01
-4.101842335,103.28636,0.07,0.17,1.06,1.10,0.97,0.40,0.60,0.97
-4.101842335,103.3761017,0.03,0.21,1.13,1.04,0.88,0.33,0.53,0.86
-4.101842335,103.4661129,-0.04,0.22,1.16,0.98,0.83,0.35,0.47,0.75
-4.101842335,103.5558546,-0.05,0.23,1.19,0.94,0.79,0.28,0.42,0.64
-4.101842335,103.6455963,-0.03,0.38,1.20,0.91,0.76,0.28,0.40,0.47
-4.101842335,103.7356075,0.01,0.40,1.06,0.86,0.72,0.33,0.37,0.36
-4.101842335,103.8253492,0.01,0.38,1.04,0.82,0.73,0.30,0.31,0.30
-4.101842335,103.9150909,0.01,0.38,1.03,0.80,0.68,0.23,0.26,0.27
-4.101842335,104.005102,0.02,0.37,1.02,0.77,0.45,0.13,0.17,0.20
-4.101842335,104.0948437,0.02,0.36,1.02,0.75,0.43,0.11,-0.02,0.15
-4.101842335,104.1845854,0.03,0.35,1.02,0.74,0.40,0.09,-0.06,0.11
-4.101842335,104.2745966,0.02,0.33,1.01,0.72,0.36,0.05,-0.10,0.04
-4.101842335,104.3643383,0.01,0.30,1.08,0.71,0.32,0.02,-0.13,0.00
-4.101842335,104.45408,0.09,0.30,1.09,0.70,0.29,-0.02,-0.15,-0.03
-4.101842335,104.5440912,0.08,0.26,1.10,0.68,0.04,-0.17,-0.17,-0.12
-4.101842335,104.6338329,0.08,0.23,1.09,0.67,0.02,-0.19,-0.27,-0.10
-4.101842335,104.7235746,0.05,0.19,1.00,0.59,-0.03,-0.25,-0.29,-0.09
-4.101842335,104.8135858,0.05,0.18,0.97,0.57,-0.08,-0.47,-0.43,-0.10
-4.101842335,104.9033275,0.01,0.19,0.89,0.57,-0.10,-0.37,-0.45,-0.10
-4.101842335,104.9930692,0.01,0.20,0.87,0.56,-0.13,-0.38,-0.48,-0.11
-4.101842335,105.0830804,0.01,0.20,0.84,0.52,-0.30,-0.41,-0.52,-0.16
-4.101842335,105.1728221,0.00,0.20,0.81,0.51,-0.34,-0.44,-0.69,-0.25
-4.101842335,105.2625638,-0.02,0.19,0.77,0.49,-0.41,-0.51,-0.77,-0.35
-4.101842335,105.352575,-0.03,0.17,0.76,0.48,-0.39,-0.53,-0.80,-0.47
-4.101842335,105.4423167,-0.07,0.11,0.73,0.47,-0.45,-0.66,-0.95,-0.54
-4.101842335,105.5320584,-0.08,0.09,0.71,0.44,-0.47,-0.68,-1.00,-0.61
-4.101842335,105.6220696,-0.08,0.07,0.70,0.44,-0.54,-0.85,-1.17,-0.62
-4.101842335,105.7118113,-0.06,-0.01,0.54,0.35,-0.63,-0.96,-1.29,-0.60
-4.101842335,105.801553,-0.05,0.00,0.55,0.34,-0.70,-1.15,-1.38,-0.71
-4.101842335,114.6948743,0.26,0.90,-1.02,1.05,-0.46,-0.79,0.26,3.21
-4.101842335,114.7848855,0.26,0.89,-1.04,1.06,-0.47,-0.79,0.27,3.15
-4.012370132,101.0406616,-1.49,0.90,2.90,4.42,2.83,4.90,5.15,3.15
-4.012370132,102.3881345,-0.24,0.19,0.27,0.94,1.56,1.01,1.39,1.47
-4.012370132,102.4778762,-0.25,0.13,0.31,0.89,1.39,0.92,1.30,1.71
-4.012370132,102.5676179,-0.15,0.15,0.39,0.86,1.40,0.77,1.16,1.55
-4.012370132,102.6576291,-0.15,0.11,0.44,0.82,1.38,0.63,1.04,1.52
-4.012370132,102.7473708,-0.22,0.04,0.45,0.85,1.20,0.59,0.85,1.47
-4.012370132,102.8371125,-0.21,-0.01,0.41,0.87,1.11,0.56,0.82,1.19
-4.012370132,102.9271237,-0.20,-0.04,0.66,0.99,1.13,0.55,0.81,1.26
-4.012370132,103.0168654,-0.14,0.05,0.68,0.98,1.06,0.49,0.74,1.11
-4.012370132,103.1066071,-0.12,0.03,0.67,0.82,0.88,0.40,0.65,1.00
-4.012370132,103.1966183,0.00,0.15,0.89,0.94,0.99,0.44,0.68,0.94
-4.012370132,103.28636,0.07,0.20,1.00,1.07,1.03,0.42,0.65,0.92
-4.012370132,103.3761017,0.06,0.29,1.08,1.02,0.95,0.35,0.59,0.71
-4.012370132,103.4661129,0.04,0.28,0.99,0.97,0.93,0.39,0.54,0.60
-4.012370132,103.5558546,-0.01,0.26,0.99,0.94,0.88,0.40,0.46,0.51
-4.012370132,103.6455963,-0.02,0.29,1.11,0.91,0.84,0.39,0.42,0.43
-4.012370132,103.7356075,0.03,0.42,1.01,0.86,0.79,0.32,0.38,0.30
-4.012370132,103.8253492,0.09,0.44,1.02,0.83,0.75,0.30,0.32,0.25
-4.012370132,103.9150909,0.08,0.41,0.99,0.80,0.71,0.22,0.27,0.22
-4.012370132,104.005102,0.04,0.39,0.98,0.77,0.47,0.13,0.20,0.17
-4.012370132,104.0948437,0.04,0.38,0.97,0.75,0.46,0.13,0.15,0.14
-4.012370132,104.1845854,0.04,0.37,0.97,0.74,0.43,0.10,-0.03,0.09
-4.012370132,104.2745966,0.04,0.35,0.96,0.72,0.38,0.03,-0.07,0.03
-4.012370132,104.3643383,0.03,0.33,0.97,0.71,0.35,0.01,-0.10,-0.05
-4.012370132,104.45408,0.06,0.34,1.04,0.70,0.31,-0.03,-0.12,-0.10
-4.012370132,104.5440912,0.10,0.30,1.04,0.68,0.27,-0.08,-0.15,-0.05
-4.012370132,104.6338329,0.10,0.27,0.97,0.60,0.02,-0.19,-0.25,-0.06
-4.012370132,104.7235746,0.03,0.23,0.95,0.59,0.00,-0.20,-0.26,-0.05
-4.012370132,104.8135858,0.03,0.23,0.92,0.57,-0.04,-0.24,-0.31,-0.06
-4.012370132,104.9033275,0.03,0.23,0.84,0.56,-0.08,-0.35,-0.43,-0.06
-4.012370132,104.9930692,0.03,0.24,0.80,0.55,-0.15,-0.55,-0.50,-0.10
-4.012370132,105.0830804,0.01,0.23,0.78,0.53,-0.18,-0.55,-0.53,-0.15
-4.012370132,105.1728221,0.01,0.24,0.76,0.53,-0.20,-0.46,-0.68,-0.24
-4.012370132,105.2625638,0.00,0.23,0.73,0.51,-0.25,-0.51,-0.74,-0.32
-4.012370132,105.352575,-0.01,0.21,0.71,0.49,-0.29,-0.53,-0.78,-0.39
-4.012370132,105.4423167,-0.06,0.15,0.69,0.44,-0.43,-0.56,-0.83,-0.51
-4.012370132,105.5320584,-0.06,0.12,0.66,0.41,-0.47,-0.69,-0.90,-0.59
-4.012370132,105.6220696,-0.06,0.10,0.64,0.40,-0.54,-0.86,-1.09,-0.67
-4.012370132,105.7118113,-0.06,0.01,0.48,0.31,-0.65,-1.06,-1.30,-0.72
-4.012370132,105.801553,-0.05,0.01,0.48,0.31,-0.70,-1.15,-1.37,-0.88
-4.012370132,114.6948743,0.24,0.95,-1.02,1.00,-0.58,-0.79,0.23,3.21
-4.012370132,114.7848855,0.25,0.96,-1.04,1.00,-0.57,-0.68,0.24,3.14
-4.012370132,114.8746272,0.22,1.02,-1.05,0.96,-0.58,-0.67,0.23,3.07
-4.012370132,114.9643689,0.20,1.06,-1.07,0.91,-0.60,-0.68,0.21,3.16
-4.012370132,116.1323584,-0.14,1.03,-1.34,1.23,-0.38,-0.78,0.44,3.02
-3.922628435,102.2981233,-0.16,0.38,0.11,1.07,1.64,1.05,1.45,1.38
-3.922628435,102.3881345,-0.21,0.21,0.23,0.93,1.55,1.00,1.38,1.40
-3.922628435,102.4778762,-0.11,0.22,0.22,0.95,1.61,0.98,1.35,1.61
-3.922628435,102.5676179,-0.12,0.18,0.21,0.95,1.52,0.80,1.24,1.53
-3.922628435,102.6576291,-0.12,0.15,0.38,0.92,1.50,0.70,1.14,1.47
-3.922628435,102.7473708,-0.15,0.10,0.39,0.91,1.37,0.65,1.06,1.53
-3.922628435,102.8371125,-0.12,0.06,0.43,0.94,1.23,0.58,0.87,1.12
-3.922628435,102.9271237,-0.16,0.02,0.45,0.95,1.18,0.56,0.82,1.09
-3.922628435,103.0168654,-0.07,0.15,0.54,0.83,1.11,0.50,0.75,1.03
-3.922628435,103.1066071,-0.04,0.15,0.71,0.92,1.08,0.48,0.72,0.99
-3.922628435,103.1966183,0.03,0.25,0.90,0.90,1.08,0.45,0.69,0.89
-3.922628435,103.28636,0.05,0.26,0.98,1.04,1.05,0.42,0.66,0.85
-3.922628435,103.3761017,0.05,0.29,1.01,0.99,0.98,0.36,0.60,0.64
-3.922628435,103.4661129,0.11,0.31,0.91,0.96,0.96,0.40,0.56,0.53
-3.922628435,103.5558546,0.09,0.30,0.93,0.93,0.91,0.38,0.52,0.45
-3.922628435,103.6455963,-0.01,0.28,1.06,0.90,0.82,0.31,0.42,0.39
-3.922628435,103.7356075,0.05,0.35,0.95,0.87,0.81,0.32,0.39,0.24
-3.922628435,103.8253492,0.12,0.47,0.98,0.84,0.78,0.30,0.34,0.18
-3.922628435,103.9150909,0.11,0.45,0.97,0.81,0.74,0.20,0.29,0.15
-3.922628435,104.005102,0.06,0.41,0.94,0.78,0.70,0.13,0.23,0.11
-3.922628435,104.0948437,0.06,0.40,0.93,0.76,0.49,0.10,0.18,0.11
-3.922628435,104.1845854,0.06,0.39,0.93,0.74,0.45,0.07,0.14,0.07
-3.922628435,104.2745966,0.05,0.38,0.93,0.72,0.39,0.02,-0.05,0.01
-3.922628435,104.3643383,0.05,0.35,0.93,0.71,0.37,0.01,-0.07,-0.10
-3.922628435,104.45408,0.08,0.36,0.99,0.70,0.33,-0.02,-0.10,-0.10
-3.922628435,104.5440912,0.09,0.33,0.99,0.68,0.28,-0.08,-0.13,-0.06
-3.922628435,104.6338329,0.08,0.30,0.99,0.67,0.27,-0.07,-0.15,-0.02
-3.922628435,104.7235746,0.08,0.27,0.90,0.58,0.02,-0.19,-0.24,-0.07
-3.922628435,104.8135858,0.06,0.26,0.81,0.57,-0.03,-0.29,-0.34,-0.07
-3.922628435,104.9033275,0.06,0.27,0.79,0.56,-0.05,-0.24,-0.31,-0.08
-3.922628435,104.9930692,0.04,0.27,0.75,0.54,-0.13,-0.55,-0.49,-0.12
-3.922628435,105.0830804,0.03,0.27,0.72,0.52,-0.18,-0.59,-0.53,-0.17
-3.922628435,105.1728221,0.02,0.26,0.70,0.51,-0.20,-0.59,-0.58,-0.26
-3.922628435,105.2625638,0.01,0.30,0.69,0.50,-0.23,-0.61,-0.73,-0.27
-3.922628435,105.352575,0.00,0.28,0.66,0.47,-0.29,-0.66,-0.79,-0.34
-3.922628435,105.4423167,0.00,0.26,0.64,0.44,-0.32,-0.57,-0.83,-0.43
-3.922628435,105.5320584,-0.05,0.19,0.61,0.41,-0.38,-0.69,-0.89,-0.58
-3.922628435,105.6220696,-0.06,0.13,0.59,0.40,-0.45,-0.96,-1.06,-0.68
-3.922628435,105.7118113,-0.08,0.11,0.48,0.26,-0.63,-1.05,-1.23,-0.79
-3.922628435,105.801553,-0.07,0.04,0.40,0.25,-0.67,-1.11,-1.35,-0.89
-3.922628435,105.8915641,-0.05,0.04,0.41,0.25,-0.75,-1.23,-1.41,-0.99
-3.922628435,114.6948743,0.22,1.01,-1.02,0.96,-0.58,-0.66,0.23,3.19
-3.922628435,114.7848855,0.23,1.02,-1.03,0.94,-0.60,-0.57,0.22,3.12
-3.922628435,114.8746272,0.21,1.04,-1.05,0.91,-0.61,-0.57,0.09,3.04
-3.922628435,114.9643689,0.17,1.09,-1.07,0.85,-0.60,-0.63,0.05,3.03
-3.922628435,115.05438,0.15,1.12,-1.08,0.83,-0.61,-0.67,0.16,2.99
-3.922628435,115.1441217,0.14,1.13,-1.12,0.78,-0.62,-0.80,0.12,3.06
-3.922628435,116.1323584,-0.21,1.12,-1.31,1.10,-0.18,-0.76,0.45,2.97
-3.922628435,116.2221001,-0.21,1.14,-1.34,1.13,-0.38,-0.66,0.47,2.98
-3.833156233,102.2981233,-0.13,0.41,0.07,1.07,1.65,1.09,1.47,1.39
-3.833156233,102.3881345,-0.13,0.28,0.12,1.06,1.70,1.04,1.43,1.38
-3.833156233,102.4778762,-0.06,0.25,0.10,1.04,1.66,1.01,1.40,1.57
-3.833156233,102.5676179,-0.07,0.23,0.14,1.02,1.67,0.90,1.37,1.55
-3.833156233,102.6576291,-0.09,0.19,0.17,1.00,1.53,0.84,1.27,1.30
-3.833156233,102.7473708,-0.05,0.18,0.33,0.97,1.52,0.73,1.11,1.40
-3.833156233,102.8371125,-0.03,0.15,0.23,0.86,1.50,0.63,0.96,1.16
-3.833156233,102.9271237,-0.02,0.16,0.29,0.89,1.47,0.58,0.82,1.15
-3.833156233,103.0168654,0.03,0.24,0.40,0.80,1.30,0.55,0.76,0.97
-3.833156233,103.1066071,0.03,0.23,0.54,0.80,1.15,0.52,0.74,0.91
-3.833156233,103.1966183,-0.01,0.20,0.70,0.79,1.12,0.47,0.71,0.79
-3.833156233,103.28636,0.01,0.24,0.78,0.86,1.10,0.44,0.67,0.74
-3.833156233,103.3761017,0.09,0.28,0.75,0.97,1.02,0.32,0.63,0.54
-3.833156233,103.4661129,0.12,0.31,0.76,0.93,0.99,0.35,0.58,0.44
-3.833156233,103.5558546,0.14,0.33,0.82,0.91,0.94,0.34,0.54,0.37
-3.833156233,103.6455963,0.18,0.35,0.86,0.89,0.90,0.33,0.50,0.28
-3.833156233,103.7356075,0.19,0.37,0.88,0.87,0.85,0.30,0.46,0.11
-3.833156233,103.8253492,0.16,0.37,0.89,0.85,0.81,0.22,0.38,0.06
-3.833156233,103.9150909,0.15,0.44,0.91,0.60,0.77,0.20,0.33,0.00
-3.833156233,104.005102,0.08,0.46,0.89,0.57,0.74,0.18,0.27,0.05
-3.833156233,104.0948437,0.08,0.43,0.87,0.55,0.53,0.14,0.23,-0.02
-3.833156233,104.1845854,0.08,0.42,0.87,0.53,0.49,0.08,0.19,-0.09
-3.833156233,104.2745966,0.08,0.40,0.86,0.51,0.44,0.05,0.15,-0.11
-3.833156233,104.3643383,0.08,0.38,0.86,0.50,0.40,0.02,0.12,-0.08
-3.833156233,104.45408,0.11,0.39,0.92,0.48,0.36,-0.02,-0.06,-0.12
-3.833156233,104.5440912,0.12,0.37,0.91,0.46,0.30,-0.06,-0.10,-0.12
-3.833156233,104.6338329,0.12,0.35,0.83,0.37,0.05,-0.24,-0.18,-0.12
-3.833156233,104.7235746,0.12,0.32,0.82,0.36,0.03,-0.25,-0.28,-0.16
-3.833156233,104.8135858,0.12,0.31,0.74,0.35,0.00,-0.27,-0.31,-0.11
-3.833156233,104.9033275,0.11,0.31,0.72,0.54,-0.03,-0.24,-0.28,-0.12
-3.833156233,104.9930692,0.10,0.32,0.67,0.53,-0.12,-0.56,-0.46,-0.17
-3.833156233,105.0830804,0.05,0.30,0.63,0.50,-0.16,-0.59,-0.52,-0.26
-3.833156233,105.1728221,0.04,0.33,0.62,0.48,-0.20,-0.56,-0.62,-0.24
-3.833156233,105.2625638,0.01,0.31,0.59,0.45,-0.26,-0.78,-0.76,-0.31
-3.833156233,105.352575,0.02,0.30,0.58,0.35,-0.28,-0.66,-0.75,-0.33
-3.833156233,105.4423167,0.00,0.28,0.55,0.41,-0.36,-0.89,-0.89,-0.45
-3.833156233,105.5320584,-0.05,0.22,0.53,0.38,-0.41,-0.94,-0.96,-0.60
-3.833156233,105.6220696,-0.06,0.14,0.52,0.26,-0.45,-0.95,-1.02,-0.65
-3.833156233,105.7118113,-0.07,0.08,0.48,0.20,-0.62,-1.04,-1.14,-0.76
-3.833156233,105.801553,-0.07,0.08,0.47,0.19,-0.70,-1.10,-1.19,-0.85
-3.833156233,105.8915641,-0.05,0.09,0.37,0.10,-0.74,-1.16,-1.26,-0.97
-3.833156233,114.6051326,0.17,1.04,-1.01,0.84,-0.57,-0.54,0.07,3.18
-3.833156233,114.6948743,0.19,1.03,-1.01,0.82,-0.62,-0.55,0.09,3.12
-3.833156233,114.7848855,0.19,1.04,-1.03,0.80,-0.66,-0.56,0.07,3.06
-3.833156233,114.8746272,0.18,1.06,-1.05,0.77,-0.63,-0.56,0.09,3.00
-3.833156233,114.9643689,0.15,1.14,-1.08,0.72,-0.60,-0.61,0.22,3.01
-3.833156233,115.05438,0.12,1.16,-1.09,0.70,-0.58,-0.65,0.18,2.97
-3.833156233,115.1441217,0.11,1.18,-1.10,0.73,-0.45,-0.72,0.14,2.96
-3.833156233,115.2338634,-0.04,1.20,-1.11,0.70,-0.46,-0.74,0.11,3.30
-3.833156233,115.3238746,-0.07,1.20,-1.12,0.70,-0.44,-0.75,0.11,3.29
-3.833156233,115.4136163,-0.09,1.19,-1.13,0.72,-0.41,-0.78,0.11,3.28
-3.833156233,116.1323584,-0.23,1.22,-1.34,0.80,-0.16,-0.62,0.45,2.94
-3.833156233,116.2221001,-0.19,1.35,-1.34,0.84,-0.17,-0.61,0.52,2.92
-3.833156233,116.3118418,-0.25,1.40,-1.39,0.90,-0.41,-0.66,0.51,2.93
-3.743414536,102.2981233,-0.12,0.42,0.06,1.08,1.72,1.16,1.51,1.41
-3.743414536,102.3881345,-0.12,0.30,0.05,1.06,1.73,1.09,1.46,1.47
-3.743414536,102.4778762,-0.02,0.31,0.07,1.04,1.74,1.05,1.41,1.64
-3.743414536,102.5676179,-0.04,0.27,-0.05,1.01,1.70,0.93,1.39,1.39
-3.743414536,102.6576291,-0.04,0.24,0.04,0.97,1.62,0.89,1.25,1.20
-3.743414536,102.7473708,-0.01,0.24,0.06,0.95,1.56,0.79,1.14,1.14
-3.743414536,102.8371125,0.00,0.23,0.17,0.91,1.53,0.73,1.04,1.25
-3.743414536,102.9271237,0.00,0.19,0.23,0.84,1.50,0.63,0.95,1.14
-3.743414536,103.0168654,0.00,0.18,0.29,0.88,1.47,0.58,0.82,1.09
-3.743414536,103.1066071,0.04,0.24,0.39,0.78,1.30,0.54,0.76,0.87
-3.743414536,103.1966183,0.05,0.25,0.46,0.76,1.18,0.50,0.73,0.75
-3.743414536,103.28636,0.07,0.25,0.61,0.75,1.15,0.42,0.69,0.62
-3.743414536,103.3761017,0.11,0.30,0.68,0.72,1.04,0.33,0.64,0.51
-3.743414536,103.4661129,0.13,0.32,0.70,0.69,0.99,0.30,0.60,0.41
-3.743414536,103.5558546,0.15,0.34,0.72,0.68,0.97,0.35,0.56,0.36
-3.743414536,103.6455963,0.17,0.37,0.77,0.66,0.92,0.33,0.52,0.31
-3.743414536,103.7356075,0.22,0.38,0.84,0.66,0.88,0.39,0.49,0.26
-3.743414536,103.8253492,0.22,0.39,0.85,0.65,0.85,0.23,0.46,0.09
-3.743414536,103.9150909,0.20,0.45,0.84,0.62,0.81,0.20,0.36,0.06
-3.743414536,104.005102,0.12,0.48,0.85,0.59,0.77,0.19,0.30,-0.01
-3.743414536,104.0948437,0.11,0.46,0.85,0.57,0.74,0.17,0.27,-0.08
-3.743414536,104.1845854,0.10,0.43,0.82,0.55,0.52,0.14,0.23,-0.10
-3.743414536,104.2745966,0.09,0.42,0.81,0.53,0.47,0.08,0.18,-0.12
-3.743414536,104.3643383,0.10,0.40,0.81,0.51,0.43,0.05,0.15,-0.08
-3.743414536,104.45408,0.13,0.41,0.87,0.50,0.39,-0.01,0.12,-0.12
-3.743414536,104.5440912,0.14,0.38,0.86,0.47,0.33,-0.06,0.06,-0.14
-3.743414536,104.6338329,0.15,0.36,0.84,0.46,0.28,-0.15,-0.17,-0.14
-3.743414536,104.7235746,0.14,0.34,0.69,0.37,0.04,-0.25,-0.19,-0.17
-3.743414536,104.8135858,0.14,0.33,0.68,0.35,0.01,-0.29,-0.29,-0.19
-3.743414536,104.9033275,0.14,0.33,0.66,0.34,-0.02,-0.30,-0.18,-0.19
-3.743414536,104.9930692,0.12,0.33,0.60,0.31,-0.11,-0.52,-0.39,-0.23
-3.743414536,105.0830804,0.09,0.32,0.58,0.49,-0.15,-0.62,-0.49,-0.20
-3.743414536,105.1728221,0.06,0.34,0.57,0.28,-0.18,-0.55,-0.48,-0.24
-3.743414536,105.2625638,0.03,0.32,0.54,0.26,-0.24,-0.77,-0.74,-0.31
-3.743414536,105.352575,0.02,0.31,0.52,0.38,-0.30,-0.85,-0.81,-0.36
-3.743414536,105.4423167,0.01,0.29,0.49,0.35,-0.36,-0.92,-0.89,-0.45
-3.743414536,105.5320584,-0.04,0.18,0.47,0.22,-0.41,-0.94,-0.95,-0.59
-3.743414536,105.6220696,-0.05,0.13,0.46,0.19,-0.46,-0.97,-1.02,-0.65
-3.743414536,105.7118113,-0.05,0.10,0.43,0.16,-0.54,-1.07,-1.15,-0.76
-3.743414536,105.801553,-0.05,0.01,0.33,0.07,-0.59,-1.15,-1.21,-0.88
-3.743414536,114.6051326,0.15,1.06,-1.00,0.88,-0.57,-0.52,0.07,3.14
-3.743414536,114.6948743,0.16,1.06,-1.00,0.86,-0.61,-0.53,0.09,3.09
-3.743414536,114.7848855,0.17,1.07,-1.02,0.84,-0.65,-0.55,0.07,3.03
-3.743414536,114.8746272,0.16,1.10,-1.04,0.81,-0.64,-0.55,0.06,2.98
-3.743414536,114.9643689,0.13,1.15,-1.05,0.77,-0.44,-0.62,0.16,3.00
-3.743414536,115.05438,0.11,1.18,-1.08,0.68,-0.43,-0.62,0.16,2.96
-3.743414536,115.1441217,0.09,1.20,-1.09,0.65,-0.44,-0.70,0.13,2.95
-3.743414536,115.2338634,-0.06,1.22,-1.09,0.69,-0.45,-0.72,0.11,3.29
-3.743414536,115.3238746,-0.08,1.21,-1.10,0.70,-0.41,-0.72,0.11,3.30
-3.743414536,115.4136163,-0.10,1.20,-1.11,0.72,-0.36,-0.72,0.13,3.31
-3.743414536,115.503358,-0.12,1.17,-1.12,0.74,-0.30,-0.73,0.17,3.29
-3.743414536,115.5933692,-0.14,1.16,-1.15,0.75,-0.24,-0.74,0.12,3.24
-3.743414536,116.0423472,-0.24,1.26,-1.32,0.70,-0.15,-0.60,0.44,2.88
-3.743414536,116.1323584,-0.24,1.26,-1.34,0.64,-0.18,-0.60,0.48,2.95
-3.743414536,116.2221001,-0.21,1.38,-1.39,0.61,-0.18,-0.60,0.51,2.93
-3.743414536,116.3118418,-0.22,1.40,-1.43,0.68,-0.18,-0.63,0.51,2.92
-3.653672839,102.2981233,-0.09,0.45,0.00,1.03,1.75,1.25,1.55,1.46
-3.653672839,102.3881345,-0.12,0.34,0.04,1.04,1.76,1.15,1.47,1.54
-3.653672839,102.4778762,-0.03,0.33,0.04,1.03,1.79,1.03,1.46,1.53
-3.653672839,102.5676179,-0.05,0.28,-0.08,1.02,1.79,1.02,1.41,1.34
-3.653672839,102.6576291,-0.04,0.26,0.02,0.99,1.77,0.92,1.28,1.19
-3.653672839,102.7473708,-0.03,0.24,0.03,0.94,1.60,0.84,1.19,1.11
-3.653672839,102.8371125,-0.03,0.19,0.14,0.92,1.53,0.76,1.12,1.06
-3.653672839,102.9271237,-0.01,0.22,0.18,0.86,1.50,0.67,1.02,0.99
-3.653672839,103.0168654,0.01,0.16,0.22,0.82,1.50,0.60,0.94,0.94
-3.653672839,103.1066071,0.06,0.27,0.29,0.78,1.40,0.58,0.78,0.89
-3.653672839,103.1966183,0.07,0.28,0.41,0.76,1.20,0.53,0.74,0.83
-3.653672839,103.28636,0.08,0.28,0.45,0.75,1.17,0.50,0.72,0.66
-3.653672839,103.3761017,0.10,0.30,0.44,0.72,1.09,0.40,0.66,0.57
-3.653672839,103.4661129,0.14,0.33,0.59,0.70,1.01,0.32,0.62,0.49
-3.653672839,103.5558546,0.15,0.35,0.67,0.69,0.96,0.29,0.58,0.41
-3.653672839,103.6455963,0.17,0.38,0.70,0.68,0.95,0.34,0.55,0.35
-3.653672839,103.7356075,0.20,0.40,0.75,0.67,0.92,0.37,0.52,0.28
-3.653672839,103.8253492,0.22,0.40,0.76,0.66,0.88,0.30,0.48,0.16
-3.653672839,103.9150909,0.21,0.47,0.75,0.64,0.84,0.20,0.43,0.06
